# WHO growth reference table, vendored for PoshanNetra AI (Section 6.4).
# source_url: https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/weight-for-age/expanded-tables/wfa-girls-zscore-expanded-tables.xlsx
# retrieved: 2026-08-28
# sha256(source_xlsx): ee3ae12cb96c6c5541cdf43665c03ce6c984f877859a183a5f6104eb06a49a6e
# key column 'Day' is in days; rows: 1857
# sd* columns are WHO's OWN published cut-offs, kept only so the test
# suite can prove our LMS implementation reproduces them exactly.
key,l,m,s,sd3neg,sd2neg,sd2pos,sd3pos
182,-0.0749,7.2894,0.12205,5.079,5.723,9.326,10.566
183,-0.0759,7.3016,0.12204,5.088,5.733,9.341,10.585
184,-0.0769,7.3136,0.12202,5.097,5.743,9.357,10.602
185,-0.0779,7.3256,0.12201,5.106,5.753,9.372,10.62
186,-0.0789,7.3376,0.122,5.115,5.762,9.388,10.638
187,-0.0799,7.3495,0.12198,5.124,5.772,9.403,10.655
188,-0.0808,7.3614,0.12197,5.133,5.782,9.418,10.673
189,-0.0818,7.3732,0.12196,5.141,5.791,9.433,10.69
190,-0.0828,7.3849,0.12195,5.15,5.801,9.448,10.707
191,-0.0837,7.3966,0.12194,5.159,5.81,9.463,10.725
192,-0.0847,7.4082,0.12192,5.167,5.82,9.478,10.742
193,-0.0857,7.4198,0.12191,5.176,5.829,9.493,10.759
194,-0.0866,7.4314,0.1219,5.185,5.838,9.508,10.776
195,-0.0875,7.4429,0.12189,5.193,5.848,9.523,10.793
196,-0.0885,7.4543,0.12188,5.201,5.857,9.537,10.81
197,-0.0894,7.4657,0.12188,5.21,5.866,9.552,10.827
198,-0.0904,7.477,0.12187,5.218,5.875,9.567,10.844
199,-0.0913,7.4883,0.12186,5.226,5.884,9.581,10.861
200,-0.0922,7.4995,0.12185,5.235,5.893,9.596,10.877
201,-0.0931,7.5107,0.12184,5.243,5.902,9.61,10.894
202,-0.094,7.5219,0.12184,5.251,5.911,9.625,10.911
203,-0.095,7.533,0.12183,5.259,5.92,9.639,10.927
204,-0.0959,7.544,0.12182,5.267,5.929,9.653,10.944
205,-0.0968,7.5551,0.12182,5.276,5.938,9.668,10.961
206,-0.0977,7.566,0.12181,5.284,5.947,9.682,10.977
207,-0.0986,7.5769,0.12181,5.292,5.956,9.696,10.993
208,-0.0995,7.5878,0.1218,5.3,5.965,9.71,11.009
209,-0.1003,7.5986,0.1218,5.307,5.973,9.724,11.026
210,-0.1012,7.6094,0.12179,5.315,5.982,9.738,11.042
211,-0.1021,7.6202,0.12179,5.323,5.991,9.752,11.058
212,-0.103,7.6309,0.12179,5.331,5.999,9.766,11.074
213,-0.1039,7.6416,0.12178,5.339,6.008,9.78,11.09
214,-0.1047,7.6522,0.12178,5.347,6.016,9.793,11.106
215,-0.1056,7.6628,0.12178,5.354,6.025,9.807,11.122
216,-0.1065,7.6733,0.12177,5.362,6.033,9.821,11.138
217,-0.1073,7.6838,0.12177,5.37,6.042,9.834,11.154
218,-0.1082,7.6943,0.12177,5.377,6.05,9.848,11.17
219,-0.109,7.7047,0.12177,5.385,6.059,9.862,11.185
220,-0.1099,7.7151,0.12177,5.393,6.067,9.875,11.201
221,-0.1107,7.7254,0.12177,5.4,6.075,9.889,11.217
222,-0.1116,7.7357,0.12177,5.407,6.083,9.902,11.232
223,-0.1124,7.746,0.12176,5.415,6.092,9.915,11.248
224,-0.1132,7.7562,0.12176,5.423,6.1,9.929,11.263
225,-0.1141,7.7664,0.12176,5.43,6.108,9.942,11.279
226,-0.1149,7.7766,0.12176,5.437,6.116,9.955,11.294
227,-0.1157,7.7867,0.12177,5.445,6.124,9.969,11.31
228,-0.1165,7.7968,0.12177,5.452,6.132,9.982,11.325
229,-0.1173,7.8068,0.12177,5.459,6.14,9.995,11.34
230,-0.1181,7.8169,0.12177,5.467,6.148,10.008,11.356
231,-0.119,7.8268,0.12177,5.474,6.156,10.021,11.371
232,-0.1198,7.8368,0.12177,5.481,6.164,10.034,11.386
233,-0.1206,7.8467,0.12177,5.488,6.172,10.047,11.401
234,-0.1214,7.8566,0.12178,5.495,6.18,10.06,11.416
235,-0.1222,7.8664,0.12178,5.502,6.188,10.073,11.431
236,-0.1229,7.8762,0.12178,5.509,6.196,10.086,11.446
237,-0.1237,7.886,0.12178,5.517,6.204,10.099,11.461
238,-0.1245,7.8957,0.12179,5.524,6.211,10.111,11.476
239,-0.1253,7.9054,0.12179,5.531,6.219,10.124,11.491
240,-0.1261,7.9151,0.12179,5.538,6.227,10.137,11.506
241,-0.1269,7.9247,0.1218,5.544,6.234,10.15,11.52
242,-0.1276,7.9343,0.1218,5.551,6.242,10.162,11.535
243,-0.1284,7.9439,0.1218,5.558,6.25,10.175,11.55
244,-0.1292,7.9534,0.12181,5.565,6.257,10.187,11.564
245,-0.1299,7.9629,0.12181,5.572,6.265,10.2,11.579
246,-0.1307,7.9724,0.12182,5.579,6.272,10.212,11.594
247,-0.1314,7.9819,0.12182,5.586,6.28,10.225,11.608
248,-0.1322,7.9913,0.12182,5.593,6.287,10.237,11.622
249,-0.1329,8.0007,0.12183,5.599,6.295,10.249,11.637
250,-0.1337,8.01,0.12183,5.606,6.302,10.262,11.651
251,-0.1344,8.0193,0.12184,5.613,6.31,10.274,11.666
252,-0.1352,8.0286,0.12185,5.619,6.317,10.286,11.68
253,-0.1359,8.0379,0.12185,5.626,6.324,10.298,11.694
254,-0.1367,8.0471,0.12186,5.633,6.332,10.311,11.709
255,-0.1374,8.0563,0.12186,5.639,6.339,10.323,11.723
256,-0.1381,8.0655,0.12187,5.646,6.346,10.335,11.737
257,-0.1388,8.0746,0.12187,5.652,6.354,10.347,11.751
258,-0.1396,8.0837,0.12188,5.659,6.361,10.359,11.765
259,-0.1403,8.0928,0.12189,5.665,6.368,10.371,11.779
260,-0.141,8.1019,0.12189,5.672,6.375,10.383,11.793
261,-0.1417,8.1109,0.1219,5.678,6.382,10.395,11.807
262,-0.1424,8.1199,0.1219,5.685,6.389,10.407,11.821
263,-0.1431,8.1289,0.12191,5.691,6.397,10.419,11.835
264,-0.1438,8.1378,0.12192,5.698,6.404,10.431,11.849
265,-0.1445,8.1468,0.12192,5.704,6.411,10.442,11.863
266,-0.1452,8.1557,0.12193,5.711,6.418,10.454,11.877
267,-0.1459,8.1645,0.12194,5.717,6.425,10.466,11.891
268,-0.1466,8.1734,0.12194,5.723,6.432,10.478,11.904
269,-0.1473,8.1822,0.12195,5.73,6.439,10.489,11.918
270,-0.148,8.191,0.12196,5.736,6.446,10.501,11.932
271,-0.1487,8.1998,0.12197,5.742,6.453,10.513,11.945
272,-0.1494,8.2085,0.12197,5.748,6.46,10.524,11.959
273,-0.1501,8.2172,0.12198,5.755,6.466,10.536,11.972
274,-0.1507,8.2259,0.12199,5.761,6.473,10.547,11.986
275,-0.1514,8.2346,0.12199,5.767,6.48,10.559,11.999
276,-0.1521,8.2432,0.122,5.773,6.487,10.57,12.013
277,-0.1528,8.2519,0.12201,5.779,6.494,10.582,12.026
278,-0.1534,8.2605,0.12202,5.785,6.501,10.593,12.04
279,-0.1541,8.269,0.12202,5.792,6.507,10.604,12.053
280,-0.1547,8.2776,0.12203,5.798,6.514,10.616,12.066
281,-0.1554,8.2861,0.12204,5.804,6.521,10.627,12.08
282,-0.1561,8.2946,0.12205,5.81,6.528,10.638,12.093
283,-0.1567,8.3031,0.12206,5.816,6.534,10.65,12.106
284,-0.1574,8.3116,0.12206,5.822,6.541,10.661,12.119
285,-0.158,8.3201,0.12207,5.828,6.548,10.672,12.133
286,-0.1587,8.3285,0.12208,5.834,6.554,10.683,12.146
287,-0.1593,8.3369,0.12209,5.84,6.561,10.695,12.159
288,-0.1599,8.3453,0.12209,5.846,6.568,10.706,12.172
289,-0.1606,8.3536,0.1221,5.852,6.574,10.717,12.185
290,-0.1612,8.362,0.12211,5.858,6.581,10.728,12.198
291,-0.1618,8.3703,0.12212,5.864,6.587,10.739,12.211
292,-0.1625,8.3786,0.12213,5.87,6.594,10.75,12.224
293,-0.1631,8.3869,0.12213,5.876,6.601,10.761,12.237
294,-0.1637,8.3952,0.12214,5.881,6.607,10.772,12.25
295,-0.1643,8.4035,0.12215,5.887,6.614,10.783,12.263
296,-0.165,8.4117,0.12216,5.893,6.62,10.794,12.276
297,-0.1656,8.4199,0.12217,5.899,6.626,10.805,12.289
298,-0.1662,8.4281,0.12218,5.905,6.633,10.816,12.302
299,-0.1668,8.4363,0.12218,5.911,6.639,10.827,12.314
300,-0.1674,8.4445,0.12219,5.917,6.646,10.838,12.327
301,-0.168,8.4526,0.1222,5.922,6.652,10.849,12.34
302,-0.1686,8.4607,0.12221,5.928,6.659,10.859,12.353
