# WHO growth reference table, vendored for PoshanNetra AI (Section 6.4).
# source_url: https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-boys-zscore-expanded-tables.xlsx
# retrieved: 2026-08-28
# sha256(source_xlsx): c4b1c9029ab9751a5f0888e32f35c7c0287a16d361885cf911ecf23b3f7f6b4f
# key column 'Day' is in days; rows: 1857
# sd* columns are WHO's OWN published cut-offs, kept only so the test
# suite can prove our LMS implementation reproduces them exactly.
key,l,m,s,sd3neg,sd2neg,sd2pos,sd3pos
183,1,67.6435,0.03165,61.221,63.362,71.925,74.066
184,1,67.6964,0.03164,61.271,63.413,71.98,74.122
185,1,67.7491,0.03163,61.32,63.463,72.035,74.178
186,1,67.8017,0.03162,61.37,63.514,72.089,74.233
187,1,67.8541,0.03161,61.419,63.564,72.144,74.289
188,1,67.9062,0.0316,61.469,63.615,72.198,74.344
189,1,67.9583,0.03159,61.518,63.665,72.252,74.399
190,1,68.0101,0.03158,61.567,63.715,72.306,74.453
191,1,68.0618,0.03157,61.616,63.764,72.359,74.508
192,1,68.1133,0.03156,61.664,63.814,72.413,74.562
193,1,68.1647,0.03155,61.713,63.864,72.466,74.616
194,1,68.2158,0.03154,61.761,63.913,72.519,74.67
195,1,68.2669,0.03153,61.81,63.962,72.572,74.724
196,1,68.3177,0.03152,61.858,64.011,72.624,74.778
197,1,68.3685,0.03152,61.904,64.059,72.678,74.833
198,1,68.419,0.03151,61.951,64.107,72.731,74.887
199,1,68.4695,0.0315,61.999,64.156,72.783,74.94
200,1,68.5198,0.03149,62.047,64.204,72.835,74.993
201,1,68.5699,0.03148,62.094,64.253,72.887,75.046
202,1,68.6199,0.03147,62.141,64.301,72.939,75.098
203,1,68.6698,0.03147,62.187,64.348,72.992,75.153
204,1,68.7195,0.03146,62.234,64.396,73.043,75.205
205,1,68.7691,0.03145,62.281,64.444,73.095,75.257
206,1,68.8186,0.03144,62.328,64.491,73.146,75.31
207,1,68.8679,0.03144,62.372,64.537,73.198,75.364
208,1,68.9171,0.03143,62.419,64.585,73.249,75.415
209,1,68.9662,0.03142,62.465,64.632,73.3,75.467
210,1,69.0152,0.03141,62.512,64.68,73.351,75.519
211,1,69.0641,0.03141,62.556,64.725,73.403,75.572
212,1,69.1128,0.0314,62.602,64.773,73.453,75.623
213,1,69.1615,0.03139,62.649,64.82,73.503,75.674
214,1,69.21,0.03139,62.692,64.865,73.555,75.728
215,1,69.2584,0.03138,62.738,64.912,73.605,75.778
216,1,69.3067,0.03137,62.784,64.958,73.655,75.829
217,1,69.3549,0.03137,62.828,65.004,73.706,75.882
218,1,69.4031,0.03136,62.874,65.05,73.756,75.933
219,1,69.4511,0.03136,62.917,65.095,73.807,75.985
220,1,69.499,0.03135,62.963,65.141,73.857,76.035
221,1,69.5468,0.03134,63.008,65.188,73.906,76.086
222,1,69.5945,0.03134,63.051,65.232,73.957,76.138
223,1,69.6421,0.03133,63.096,65.278,74.006,76.188
224,1,69.6896,0.03133,63.139,65.323,74.056,76.24
225,1,69.737,0.03132,63.185,65.369,74.105,76.289
226,1,69.7844,0.03132,63.227,65.413,74.156,76.341
227,1,69.8316,0.03131,63.272,65.459,74.204,76.391
228,1,69.8787,0.03131,63.315,65.503,74.255,76.442
229,1,69.9258,0.0313,63.36,65.548,74.303,76.492
230,1,69.9728,0.0313,63.402,65.593,74.353,76.543
231,1,70.0197,0.03129,63.447,65.638,74.402,76.592
232,1,70.0665,0.03129,63.489,65.682,74.451,76.644
233,1,70.1132,0.03128,63.534,65.727,74.499,76.693
234,1,70.1599,0.03128,63.576,65.771,74.549,76.744
235,1,70.2064,0.03127,63.62,65.816,74.597,76.792
236,1,70.2529,0.03127,63.662,65.859,74.647,76.843
237,1,70.2994,0.03126,63.707,65.904,74.695,76.892
238,1,70.3457,0.03126,63.749,65.948,74.744,76.943
239,1,70.392,0.03126,63.791,65.991,74.793,76.993
240,1,70.4382,0.03125,63.835,66.036,74.841,77.042
241,1,70.4843,0.03125,63.876,66.079,74.89,77.092
242,1,70.5304,0.03125,63.918,66.122,74.939,77.143
243,1,70.5764,0.03124,63.962,66.167,74.986,77.191
244,1,70.6224,0.03124,64.004,66.21,75.035,77.241
245,1,70.6683,0.03123,64.047,66.254,75.082,77.289
246,1,70.7141,0.03123,64.089,66.297,75.131,77.339
247,1,70.7598,0.03123,64.13,66.34,75.179,77.389
248,1,70.8055,0.03122,64.174,66.384,75.227,77.437
249,1,70.8511,0.03122,64.215,66.427,75.275,77.487
250,1,70.8967,0.03122,64.257,66.47,75.323,77.537
251,1,70.9422,0.03122,64.298,66.513,75.372,77.587
252,1,70.9876,0.03121,64.341,66.557,75.419,77.634
253,1,71.033,0.03121,64.382,66.599,75.467,77.684
254,1,71.0783,0.03121,64.423,66.642,75.515,77.733
255,1,71.1235,0.03121,64.464,66.684,75.563,77.783
256,1,71.1687,0.0312,64.507,66.728,75.61,77.83
257,1,71.2138,0.0312,64.548,66.77,75.658,77.879
258,1,71.2589,0.0312,64.589,66.812,75.705,77.929
259,1,71.3039,0.0312,64.63,66.855,75.753,77.978
260,1,71.3488,0.03119,64.673,66.898,75.8,78.025
261,1,71.3937,0.03119,64.713,66.94,75.847,78.074
262,1,71.4385,0.03119,64.754,66.982,75.895,78.123
263,1,71.4832,0.03119,64.795,67.024,75.942,78.172
264,1,71.5279,0.03119,64.835,67.066,75.99,78.221
265,1,71.5725,0.03118,64.878,67.109,76.036,78.267
266,1,71.6171,0.03118,64.918,67.151,76.083,78.316
267,1,71.6616,0.03118,64.958,67.193,76.13,78.365
268,1,71.706,0.03118,64.999,67.234,76.178,78.413
269,1,71.7504,0.03118,65.039,67.276,76.225,78.462
270,1,71.7947,0.03118,65.079,67.318,76.272,78.51
271,1,71.839,0.03118,65.119,67.359,76.319,78.559
272,1,71.8832,0.03118,65.159,67.401,76.366,78.607
273,1,71.9273,0.03117,65.201,67.443,76.411,78.653
274,1,71.9714,0.03117,65.241,67.485,76.458,78.701
275,1,72.0154,0.03117,65.281,67.526,76.505,78.75
276,1,72.0594,0.03117,65.321,67.567,76.552,78.798
277,1,72.1033,0.03117,65.361,67.608,76.598,78.846
278,1,72.1472,0.03117,65.401,67.65,76.645,78.894
279,1,72.1909,0.03117,65.44,67.691,76.691,78.941
280,1,72.2347,0.03117,65.48,67.732,76.738,78.989
281,1,72.2783,0.03117,65.52,67.772,76.784,79.037
282,1,72.3219,0.03117,65.559,67.813,76.83,79.085
283,1,72.3655,0.03117,65.599,67.854,76.877,79.132
284,1,72.4089,0.03117,65.638,67.895,76.923,79.18
285,1,72.4523,0.03117,65.677,67.936,76.969,79.227
286,1,72.4957,0.03117,65.717,67.976,77.015,79.275
287,1,72.539,0.03117,65.756,68.017,77.061,79.322
288,1,72.5822,0.03117,65.795,68.057,77.107,79.369
289,1,72.6253,0.03117,65.834,68.098,77.153,79.416
290,1,72.6684,0.03117,65.873,68.138,77.199,79.464
291,1,72.7115,0.03117,65.912,68.179,77.244,79.511
292,1,72.7544,0.03117,65.951,68.219,77.29,79.558
293,1,72.7974,0.03117,65.99,68.259,77.336,79.605
294,1,72.8402,0.03117,66.029,68.299,77.381,79.651
295,1,72.883,0.03117,66.068,68.339,77.427,79.698
296,1,72.9257,0.03117,66.106,68.38,77.472,79.745
297,1,72.9684,0.03117,66.145,68.42,77.517,79.792
298,1,73.011,0.03117,66.184,68.459,77.563,79.838
299,1,73.0535,0.03118,66.22,68.498,77.609,79.887
300,1,73.096,0.03118,66.259,68.538,77.654,79.933
301,1,73.1384,0.03118,66.297,68.577,77.699,79.98
302,1,73.1808,0.03118,66.335,68.617,77.744,80.026
303,1,73.2231,0.03118,66.374,68.657,77.789,80.072
304,1,73.2653,0.03118,66.412,68.696,77.834,80.119
305,1,73.3075,0.03118,66.45,68.736,77.879,80.165
306,1,73.3497,0.03118,66.489,68.776,77.924,80.211
307,1,73.3917,0.03119,66.524,68.814,77.97,80.259
308,1,73.4337,0.03119,66.563,68.853,78.014,80.305
309,1,73.4757,0.03119,66.601,68.892,78.059,80.351
310,1,73.5176,0.03119,66.639,68.932,78.104,80.397
311,1,73.5594,0.03119,66.676,68.971,78.148,80.442
312,1,73.6012,0.03119,66.714,69.01,78.192,80.488
313,1,73.6429,0.0312,66.75,69.048,78.238,80.536
314,1,73.6845,0.0312,66.788,69.087,78.282,80.581
315,1,73.7261,0.0312,66.825,69.126,78.327,80.627
316,1,73.7677,0.0312,66.863,69.165,78.371,80.672
317,1,73.8091,0.0312,66.901,69.203,78.415,80.718
318,1,73.8506,0.03121,66.936,69.241,78.46,80.765
319,1,73.8919,0.03121,66.973,69.28,78.504,80.81
320,1,73.9333,0.03121,67.011,69.318,78.548,80.856
321,1,73.9745,0.03121,67.048,69.357,78.592,80.901
322,1,74.0157,0.03122,67.083,69.394,78.637,80.948
323,1,74.0569,0.03122,67.121,69.433,78.681,80.993
324,1,74.0979,0.03122,67.158,69.471,78.725,81.038
325,1,74.139,0.03122,67.195,69.51,78.768,81.083
326,1,74.18,0.03123,67.23,69.547,78.813,81.13
327,1,74.2209,0.03123,67.267,69.585,78.857,81.175
328,1,74.2618,0.03123,67.304,69.623,78.9,81.219
329,1,74.3026,0.03124,67.339,69.66,78.945,81.266
330,1,74.3433,0.03124,67.376,69.698,78.988,81.311
331,1,74.3841,0.03124,67.413,69.737,79.032,81.355
332,1,74.4247,0.03124,67.45,69.775,79.075,81.4
333,1,74.4653,0.03125,67.484,69.811,79.119,81.446
334,1,74.5059,0.03125,67.521,69.849,79.163,81.491
335,1,74.5464,0.03125,67.558,69.887,79.206,81.535
336,1,74.5868,0.03126,67.592,69.924,79.25,81.582
337,1,74.6272,0.03126,67.629,69.962,79.293,81.626
338,1,74.6676,0.03126,67.665,69.999,79.336,81.67
339,1,74.7079,0.03127,67.7,70.036,79.38,81.716
340,1,74.7481,0.03127,67.736,70.073,79.423,81.76
341,1,74.7883,0.03127,67.772,70.111,79.466,81.804
342,1,74.8285,0.03128,67.807,70.147,79.51,81.85
343,1,74.8686,0.03128,67.843,70.185,79.552,81.894
344,1,74.9086,0.03128,67.879,70.222,79.595,81.938
345,1,74.9486,0.03129,67.913,70.258,79.639,81.984
346,1,74.9886,0.03129,67.949,70.296,79.681,82.028
347,1,75.0285,0.0313,67.983,70.332,79.725,82.074
348,1,75.0683,0.0313,68.019,70.369,79.768,82.117
349,1,75.1081,0.0313,68.055,70.406,79.81,82.161
350,1,75.1479,0.03131,68.089,70.442,79.854,82.207
351,1,75.1876,0.03131,68.125,70.479,79.896,82.25
352,1,75.2273,0.03132,68.159,70.515,79.94,82.296
353,1,75.2669,0.03132,68.195,70.552,79.982,82.339
354,1,75.3065,0.03132,68.231,70.589,80.024,82.382
355,1,75.346,0.03133,68.264,70.625,80.067,82.428
356,1,75.3855,0.03133,68.3,70.662,80.109,82.471
357,1,75.425,0.03134,68.334,70.697,80.153,82.516
358,1,75.4644,0.03134,68.369,70.734,80.195,82.56
359,1,75.5037,0.03135,68.403,70.77,80.238,82.605
360,1,75.5431,0.03135,68.438,70.807,80.28,82.648
361,1,75.5824,0.03136,68.472,70.842,80.323,82.693
362,1,75.6216,0.03136,68.507,70.879,80.365,82.736
363,1,75.6608,0.03136,68.543,70.915,80.406,82.779
364,1,75.6999,0.03137,68.576,70.95,80.449,82.824
365,1,75.7391,0.03137,68.611,70.987,80.491,82.867
366,1,75.7781,0.03138,68.644,71.022,80.534,82.912
367,1,75.8172,0.03138,68.68,71.059,80.575,82.955
368,1,75.8562,0.03139,68.713,71.094,80.618,83
369,1,75.8951,0.03139,68.748,71.13,80.66,83.042
370,1,75.934,0.0314,68.781,71.165,80.703,83.087
371,1,75.9729,0.0314,68.816,71.202,80.744,83.13
372,1,76.0117,0.03141,68.849,71.237,80.787,83.174
373,1,76.0505,0.03141,68.884,71.273,80.828,83.217
374,1,76.0892,0.03142,68.917,71.308,80.871,83.261
375,1,76.1279,0.03142,68.952,71.344,80.912,83.304
376,1,76.1665,0.03143,68.985,71.379,80.954,83.348
377,1,76.2051,0.03143,69.02,71.415,80.995,83.39
378,1,76.2437,0.03144,69.052,71.449,81.038,83.435
379,1,76.2822,0.03144,69.087,71.486,81.079,83.477
380,1,76.3207,0.03145,69.12,71.52,81.121,83.522
381,1,76.3591,0.03146,69.152,71.555,81.164,83.566
382,1,76.3975,0.03146,69.187,71.591,81.204,83.608
383,1,76.4358,0.03147,69.219,71.625,81.247,83.652
384,1,76.4741,0.03147,69.254,71.661,81.287,83.694
385,1,76.5124,0.03148,69.287,71.695,81.33,83.738
386,1,76.5506,0.03148,69.321,71.731,81.37,83.78
387,1,76.5888,0.03149,69.353,71.765,81.412,83.824
388,1,76.6269,0.03149,69.388,71.801,81.453,83.866
389,1,76.665,0.0315,69.42,71.835,81.495,83.91
390,1,76.703,0.03151,69.452,71.869,81.537,83.954
391,1,76.741,0.03151,69.487,71.905,81.577,83.995
392,1,76.779,0.03152,69.519,71.939,81.619,84.039
393,1,76.8169,0.03152,69.553,71.974,81.659,84.081
394,1,76.8548,0.03153,69.585,72.008,81.701,84.124
395,1,76.8926,0.03154,69.617,72.042,81.743,84.168
396,1,76.9304,0.03154,69.651,72.078,81.783,84.21
397,1,76.9682,0.03155,69.683,72.112,81.825,84.253
398,1,77.0059,0.03155,69.717,72.147,81.865,84.295
399,1,77.0435,0.03156,69.749,72.181,81.906,84.338
400,1,77.0812,0.03157,69.781,72.214,81.948,84.382
401,1,77.1187,0.03157,69.815,72.249,81.988,84.423
402,1,77.1563,0.03158,69.847,72.283,82.029,84.466
403,1,77.1938,0.03159,69.878,72.317,82.071,84.509
404,1,77.2313,0.03159,69.912,72.352,82.111,84.551
405,1,77.2687,0.0316,69.944,72.385,82.152,84.594
406,1,77.306,0.0316,69.977,72.42,82.192,84.635
407,1,77.3434,0.03161,70.009,72.454,82.233,84.678
408,1,77.3807,0.03162,70.04,72.487,82.274,84.721
409,1,77.4179,0.03162,70.074,72.522,82.314,84.762
410,1,77.4551,0.03163,70.105,72.555,82.355,84.805
411,1,77.4923,0.03164,70.137,72.589,82.396,84.848
412,1,77.5295,0.03164,70.17,72.623,82.436,84.889
413,1,77.5665,0.03165,70.202,72.657,82.476,84.931
414,1,77.6036,0.03166,70.233,72.69,82.517,84.974
415,1,77.6406,0.03166,70.266,72.724,82.557,85.015
416,1,77.6776,0.03167,70.297,72.758,82.598,85.058
