# Indian Food Composition Tables 2017 (ICMR-National Institute of Nutrition).
# Vendored for PoshanNetra AI (master prompt, Section 4).
# source_package: @ifct2017/compositions@2.0.9 (npm, MIT)
# source_tarball: https://registry.npmjs.org/@ifct2017/compositions/-/compositions-2.0.9.tgz
# sha256(tarball): 623e31d4ea355cc829429c2d8e776fbdb5eba953ea713bad2b01c962d3e2cfd5
# retrieved: 2026-08-28
# upstream_publication: https://www.nin.res.in/ebooks/IFCT2017.pdf
# ATTRIBUTION REQUIRED: any surface that shows these numbers must credit
#   'Indian Food Composition Tables 2017, ICMR-National Institute of Nutrition'.
# Energy is in KILOJOULES, as IFCT publishes it. kcal conversion happens in
#   app/nutrition/ifct.py and is unit-tested. Edible oils and fats are
#   published with energy_kj = 0; energy for those is derived from macros.
# *_e columns are IFCT's own national variability across six sampled regions.
# Values are per 100 g of RAW edible portion -- not cooked. See
#   app/nutrition/recipes.py for how cooked dishes are converted.
code,name,scientific_name,local_names,food_group,tags,energy_kj,energy_kj_e,protein_g,protein_g_e,carbohydrate_g,carbohydrate_g_e,fat_g,fat_g_e,fibre_g,water_g,hindi_name
D076,"Tomato, ripe, local",Lycopersicon esculentum,A. Poka bilahi; B. Tomato; G. Tameta; H. Tamator; Kan. Goore Hannu; Kash. Rowangun; Mal. Takkali pazham; M. Khamen ashinba; Mar. Velvangi; N. Gholobheda; O. Bilati Baigan; P. Pakke tamator; S. Rakta phalam; Kh. Soh saw khasii; Tam. Takkali pazham; Tel. Ramamulagakaya; U. Pakka tamatar.,Other Vegetables,vegetarian eggetarian fishetarian veg,82,4,0.9,0.07,2.71,0.08,0.47,0.06,1.77,93.62,Tamator
D077,"Zucchini, green",Cucurbita pepo,"B. Dhudul; E. Courgette, Summer squash; H. Sabed kaddu; Kan. Dilpasand; Kash. Kaashiral; Mar. Kashi bhopla; O. Golu phubi kakuri; Tam. Seemai suraikayi.",Other Vegetables,vegetarian eggetarian fishetarian veg,84,0,1.1,0,2.33,0,0.51,0,2.3,92.83,Sabed kaddu
D078,"Zucchini, yellow",Cucurbita pepo,"B. Dhudul; E. Courgette, Summer squash; H. Sabed kaddu; Kan. Dilpasand; Kash. Kaashiral; Mar. Kashi bhopla; O. Golu phubi kakuri; Tam. Seemai suraikayi.",Other Vegetables,vegetarian eggetarian fishetarian veg,79,0,1.31,0,2.2,0,0.44,0,1.84,93.15,Sabed kaddu
E001,"Apple, big",Malus domestica,"A. Apel; B. Sev; G. Safarjan; H. Sev; Kan. Sebu; Kash. Tsoonth; Kh. Soh apple saw; Mal., Tam. Apple pazham; M. Sem; Mar. Safar chand; N. Shau; O. Sev; P. Seb; S. Seva; Tel. Sepu/Sema regu; U. Saib.",Fruits,vegetarian eggetarian fishetarian veg,261,15,0.29,0.08,13.11,0.76,0.64,0.04,2.59,83.01,Sev
E002,"Apple, green",Malus domestica,A. Apel; B. Sev; G. Lila safarjan; H. Sev; Kan. Sebu; Kash. Tsoonth; Kh. Soh apple Jyrngam; Mal. Apple pazham; M. Sem; Mar. Safar chand; N. Shau; O. Sev; P. Seb; S. Seva; Tam. Apple pazham; Tel. Sepu/Sema regu; U. Saib.,Fruits,vegetarian eggetarian fishetarian veg,214,17,0.46,0.07,10.65,1,0.5,0.05,2.54,85.54,Sev
E003,"Apple, small",Malus domestica,A. Apel; B. Sev; G. Safarjan; H. Sev; Kan. Sebu; Kash. Tsoonth; Kh. Soh apple saw; Mal. Apple pazham; M. Sem; Mar. Safar chand; N. Shau; O. Sev; P. Seb; S. Seva; Tam. Apple pazham; Tel. Sepu/Sema regu; U. Saib.,Fruits,vegetarian eggetarian fishetarian veg,267,8,0.31,0.05,13.95,0.48,0.53,0.05,2.06,82.91,Sev
E004,"Apple, small, Kashmir",Malus sylvestris,A. Apel; B. Sev; G. Safarjan; H. Sev; Kan. Seb; Kash. Tsoonth; Kh. Soh apple saw; Mal. Apple pazham; M. Sem; Mar. Safar chand; N. Shau; O. Sev; P. Seb; S. Seva; Tam. Apple pazham; Tel. Sepu/Sema regu; U. Saib.,Fruits,vegetarian eggetarian fishetarian veg,269,0,0.27,0,13.99,0,0.6,0,2.07,82.79,Sev
E005,"Apricot, dried",Prunus armeniaca,A. Malhoi; B. Suska khubani; G. Jardaloo (Suka velu); H. Khoomani; Kan. Jaldaru Hannu; Kash. Tser; Mal. Sheema bedhaam pazham; M. Malhei; Mar. Jardaalu; N. Khattu; P. Kharamani; Tel. Seema Badam/ Jallaru Pandu; Tam. Sakkarai badhami; U. Khubaani.,Fruits,vegetarian eggetarian fishetarian veg,1321,9,3.17,0.29,72.63,0.27,0.74,0.03,3.32,16.68,Khoomani
E006,"Apricot, processed",Prunus armeniaca,A. Malhoi; B. Suska khubani; G. Jardaloo; H. Khoomani; Kan. Jaldaru Hannu; Kash. Tser; Mal. Sheema bedhaam pazham; M. Malhei; Mar. Jardaalu; N. Khattu; P. Kharamani; Tam. Sakkarai badhami; Tel. Seema Badam/ Jallaru Pandu; U. Khubaani.,Fruits,vegetarian eggetarian fishetarian veg,236,12,1.47,0.15,10.93,0.88,0.64,0.04,0.59,85.75,Khoomani
E007,Avocado fruit,Persea americana,B.  Kulunashpati; H. Makhanphal; Kan. Bennephala/Bennehannu; Kash. Goshtub tang; Mal. Aathachakka/ Venna-pazham; Mar. Makhan phal; P. Makhan phal; Tam. Vennaipazham.,Fruits,vegetarian eggetarian fishetarian veg,604,0,2.95,0,1.75,0,13.86,0,6.69,73.56,Makhanphal
E008,Bael fruit,Aegle marmelos,"B. Bel; E. Indian bael, Bengal quince, Golden apple, Japanese bitter orange, Stone apple, Wood apple; G. Bila; H. Bel; Kh. Soh bel; Mal. Vilwa pazham; M. Heiri Khagok; P. Bhel; Mar. Bel; Tam. Vilwa pazham; Tel. Marendu pandu.",Fruits,vegetarian eggetarian fishetarian veg,569,0,2.63,0,28.21,0,0.57,0,6.31,61.36,Bel
E009,"Banana, ripe, montham",Musa x paradisiaca,A. Poka kol; B. Kola(paka); G. Paka keda; H. Kela; Kan. Bale hannu; Kash. Kela; Kh. Kait syiem; Mal. Vazha pazham; M. Laphoi; Mar. Kele; N. Kera; O. Champa kadali; P. Kella;   S. Kadalii; Tam. Vazha pazham; Tel. Arati pandu; U. Kela.,Fruits,vegetarian eggetarian fishetarian veg,463,0,1.25,0,24.95,0,0.32,0,2.21,70.13,Kela
E010,"Banana, ripe, poovam",Musa x paradisiaca,A. Poka kol; B. Kola (paka); G. Paka keda; H. Kela; Kan. Bale hannu; Kash. Kela; Kh. Kait mon/ ja; Mal. Vazha pazham; M. Laphoi; Mar. Kele; N. Kera; O. Champa kadali; P. Kella; S. Kadalii; Tam. Vazha pazham; Tel. Arati pandu; U. Kela.,Fruits,vegetarian eggetarian fishetarian veg,445,0,1.49,0,23.41,0,0.35,0,2.33,71.32,Kela
E011,"Banana, ripe, red",Musa x paradisiaca,A. Poka kol; B. Kola (paka); G. Lal paka keda; H. Kela; Kan. Bale hannu; Kash. Kela; Kh. Kait saw; Mal. Vazha pazham; M. Laphoi; Mar. Kele; N. Kera; O. Champa kadali; P. Kella; S. Kadalii; Tam. Sevvazhaipazham; Tel. Arati pandu; U. Kela.,Fruits,vegetarian eggetarian fishetarian veg,467,0,1.29,0,25.21,0,0.29,0,1.98,70.28,Kela
E012,"Banana, ripe, robusta",Musa x paradisiaca,A. Poka kol; B. Kola (paka); G. keda; H. Kela; Kan. Bale hannu; Kash. Kela; Kh. Kait jaji; Mal. Vazha pazham; M. Laphoi; Mar. Kele; N. Kera; O. Champa kadali; P. Kella; S. Kadalii; Tam. Vazhaipazham; Tel. Arati pandu; U. Kela.,Fruits,vegetarian eggetarian fishetarian veg,440,14,1.23,0.08,23.63,0.74,0.33,0.01,1.94,71.93,Kela
E013,Black berry,Rubus fruticosus,A. Kola jamu; B. Kalojam; E. Blackberry; G. Jambu; H. Kala Jamun; Kan. Neralai; Kh. Soh jam/ Soh jamun; Mal. Naval pazham; M. Jaam; Mar. Jambhool; O. Jamukoli; P. Jamun; Tam. Nagapazham; Tel. Neredupandu.,Fruits,vegetarian eggetarian fishetarian veg,227,6,0.92,0.1,10.64,0.35,0.63,0.02,4.35,82.94,Kala Jamun
E014,"Cherries, red",Prunus cerasus,G. Cherry; H. Gilas; Kan. Kadugempu; Kash. Gilas; Kh. Soh sherri; Mal. Cherrypazham; Mar. Cherry phal; P. Cherry; Tam. Cherry pazham; Tel. Cherri pandu.,Fruits,vegetarian eggetarian fishetarian veg,250,4,1.49,0.22,11.87,0.31,0.46,0.05,2.12,83.61,Gilas
E015,"Currants, black",Ribes nigrum,"A. kismis; E. Zante currants, Corinth raisins, Corinthian raisins; G. kadi draksh; H. Munakka; Kan. Nerale hannu; Kh. Soh kismis iong; Mal. Najavalppazham; Mar. Kala pravaha; Tam. Karunthiratcha; Tel. Nalla Kishmish; U. kala kishmish.",Fruits,vegetarian eggetarian fishetarian veg,227,0,1.51,0,9.93,0,0.53,0,4.07,83.27,Munakka
E016,Custard apple,Annona squamosa,"A. Sitaphal; B. Ata; E. Sugar apple, Sweetsop; G. Sitapad; H. Sharifa; Kan. Sharifa; O. Ata; Mal., Mar. Sitaphal; P. Sharifa; Tam. Seethapazham; Tel. Sitaphalam.",Fruits,vegetarian eggetarian fishetarian veg,414,0,1.62,0,20.38,0,0.67,0,5.1,71.55,Sharifa
E017,"Dates, dry, pale brown",Phoenix dactylifera,A. Khajur; B. Kharjura; E. Date palm; G. Kharek; H. Chuhara; Kan. Kharjoora; Kash. Khajur; Kh. Soh khajur; Mal. Eethapazham; M. Thangtup; Mar. Khajur; N. Khajura; O. Khajuri; P. Chawara; S. Kharjura; Tam. Pericham pazham; Tel. Khajoora pandu; U. Khajur.,Fruits,vegetarian eggetarian fishetarian veg,1340,12,2.45,0.24,74.91,0.52,0.35,0.03,8.95,11.14,Chuhara
E018,"Dates, dry, dark brown",Phoenix dactylifera,A. Khajur; B. Kharjura; E. Date palm; G. Chuhara; H. Khajur; Kan. Kharjoora; Kash. Khajur; Kh. Soh khajur; Mal. Eethapazham; M. Thangtup; Mar. Khajur; N. Khajura; O. Khajuri; P. Chawara; S. Kharjura;   Tam. Pericham pazham; Tel. Khajoora pandu; U. Khajur.,Fruits,vegetarian eggetarian fishetarian veg,1301,0,2.38,0,72.67,0,0.35,0,9.1,13.13,Khajur
E019,"Dates, processed",Phoenix dactylifera,A. Khajur; B. Kharjura; E. Date palm; G. Khajur; H. Khajur; Kan. Kharjoora; Kash. Khajur; Kh. Soh khajur im; Mal. Eethapazham; M. Thangtup; Mar. Khajur; N. Khajura; O. Khajuri; P. Khajur; S. Kharjura ; Tam. Pericham pazham; Tel. Khajoora pandu; U. Khajur.,Fruits,vegetarian eggetarian fishetarian veg,1197,0,1.18,0,67.95,0,0.41,0,6.52,22.01,Khajur
E020,Fig,Ficus carica,A. Dimoru; B. Dumura; E. Common fig; G. Anjir; H. Anjeer; Kan. Anjurada hannugalu; Kash. Anjeer; Kh. Soh Dimbur; Mal. Athipazham; M. Heirit; Mar. Anjir; N. Anjir; O. Dimiri; S. Anjiira; P. Anjeer; Tam. Athipazham; Tel. Atti pandu; U. Anjeer.,Fruits,vegetarian eggetarian fishetarian veg,341,18,2.03,0.22,16.28,1.13,0.37,0.06,4.64,75.6,Anjeer
E021,Goosberry,Emblica officinalis,A. Amlakhi; E. Indian Gooseberry; G. Amla; H. Amla; Kan. Betta nelli; Kh. Soh mylleng; Mal. Nellikka; M. Heikru; Mar. Amla; O. Aanla; P. Olle; Tam. Nellikkai; Tel. Usirikaya.,Fruits,vegetarian eggetarian fishetarian veg,99,19,0.34,0.03,4.39,1.09,0.16,0.04,7.75,87.02,Amla
E022,"Grapes, seeded, round, black",Vitis vinifera,A. Angoor; B. Angoor; G. Kadi Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape iong; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Panneer dratchai; Tel. Draksha padu.,Fruits,vegetarian eggetarian fishetarian veg,254,11,0.76,0.13,13.23,0.6,0.32,0.02,1.35,83.88,Angoor
E023,"Grapes, seeded, round, green",Vitis vinifera,A. Angoor; B. Angoor; G. Lili Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape jyrngam; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Dratchai; Tel. Draksha padu.,Fruits,vegetarian eggetarian fishetarian veg,235,4,0.77,0.12,12.19,0.2,0.29,0.03,1.25,85.07,Angoor
E024,"Grapes, seeded, round, red",Vitis vinifera,A. Angoor; B. Angoor; G. Lal Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape saw; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Dratchai; Tel. Draksha padu.,Fruits,vegetarian eggetarian fishetarian veg,244,26,0.95,0.11,12.55,1.38,0.29,0.04,1.28,84.46,Angoor
E025,"Grapes, seedless, oval, black",Vitis vinifera,A. Angoor; B. Angoor; G. Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape iong; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Dratchai; Tel. Draksha padu.,Fruits,vegetarian eggetarian fishetarian veg,395,23,1.41,0.26,20.48,0.97,0.46,0.11,1.64,75.3,Angoor
E026,"Grapes, seedless, round, green",Vitis vinifera,A. Angoor; B. Angoor; G. Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape jyrngam; Mal. Mundiringa; M. Angoor; Mar. Draksha ; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Dratchai; Tel. Draksha padu.,Fruits,vegetarian eggetarian fishetarian veg,224,28,0.62,0.13,11.81,1.52,0.26,0.02,1.28,85.55,Angoor
E027,"Grapes, seedless, round, black",Vitis vinifera,G. Kadi Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape iong; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Dratchai; Tel. Draksha padu.,Fruits,vegetarian eggetarian fishetarian veg,374,25,1.24,0.25,19.86,1.58,0.35,0.03,1.15,76.9,Angoor
E028,"Guava, white flesh",Psidium guajava,A. Madhurium; B. Peyara; G. Jamphad; H. Amrud; Kan. Seebe; Kash. Amrodh; Kh. Soh pyriam; Mal. Perakka (nattu); M. Pungton; Mar. Peru; N. Aamba; O. Pijuli (deshi); P. Amrud; S. Peruka; Tam. Koiyapazham; Tel. Jama pandu; U. Amrood.,Fruits,vegetarian eggetarian fishetarian veg,135,5,1.44,0.09,5.13,0.33,0.32,0.03,8.59,83.79,Amrud
E029,"Guava, pink flesh",Psidium guajava,H. Amrud; Tel. Jama pandu; Tam. Koiyapazham; Kan. Seebe; Mal. Perakka; Mar. Peru; O. Pijuli; B. Peyara; G. Lal jamphad; P. Amrud; A. Madhurium; Kash. Amrodh; S. Peruka; N. Aamba; M. Bilaiti pungton; Kh. Soh pyriam.,Fruits,vegetarian eggetarian fishetarian veg,195,6,1.19,0.19,9.14,0.27,0.25,0.03,7.39,81.22,Amrud
E030,"Jack fruit, ripe",Artocarpus heterophyllus,"A. Kothal; B. Kanthal; E. Jakfruit, Jak; G. Phanas; H. Kathal; Kan. Halasu; Kh. Soh phan; Mal. Chakka; M. Theibong; Mar. Phanas; N. Katahar; O. Panasa; P. Kathal; Kash. Bindu; S. Panasa; Tam. Palapazham; Tel. Panasa; U. Kathahal.",Fruits,vegetarian eggetarian fishetarian veg,302,3,2.74,0.47,14.01,0.56,0.15,0.02,3.62,78.56,Kathal
E031,"Jambu fruit, ripe",Syzygium cumini,"A. Jamu; B. Jaamrool; E. Java apple, Semarang rose apple, Wax jambu; H. Jamun; Kan. Neralai; Mal. Naval pazham; Mar. Jambhool; O. Jamukoli; P. Jamun; Tam. Nagapazham; Tel. Neredupandu.",Fruits,vegetarian eggetarian fishetarian veg,235,0,0.82,0,12.3,0,0.17,0,3.07,83.33,Jamun
E032,Karonda fruit,Carissa carandas,"A. Korja tenga; B. Koromcha; G. Karamda; H. Balalak, dindimi; Kan. Karekayi; Mar. Karvand; Mal. Karakka; O. Sushena; P. Karonda; S. Karamazda; Tam. Kalakkay/ Parungala; Tel. Kalive.",Fruits,vegetarian eggetarian fishetarian veg,141,0,1.15,0,2.87,0,1.67,0,7.25,86.04,"Balalak, dindimi"
E033,"Lemon, juice",Citrus limon,H. Nimbhu; Tel. Nimapandu ; O. Kagaji limbu; B. Pati Lebu; G. Limbu; P. Nibu; U. Neembu; A. Nemu; Kash. Nyomb; S. Lehin; N. Kaagati; M. Champra Mahi; Kh. Soh jew.,Fruits,vegetarian eggetarian fishetarian veg,153,9,0.41,0.05,0,0,0.75,0.02,0,91.59,Nimbhu
E034,"Lime, sweet, pulp",Citrus limetta,H. Mosambi; Tel. Gaja nimma pandu; Tam. Kolinchi pazham; Kan. Gaja nimbe; Mar. Limbu goda; B. Mitha lebu; G. Mosambi; A. Mosumi; Kash. Mosambi; P. Mosami; Kh. Soh balensha.,Fruits,vegetarian eggetarian fishetarian veg,114,5,0.76,0.09,5.18,0.37,0.2,0.06,2.07,91.32,Mosambi
E035,Litchi,Nephelium litchi,A. Lichu; B. Lichu; E. Lychee; G. Lichi; H. Lichi; Kash. Lichi; Kh. Soh manir; Mal. Lichi; M. Lichu; Mar. Lichi; N. Lichi; O. Letchu; P. Lichi; Tam. Lichi; Tel. Lichi; Kan. Lichi; U. Lichi.,Fruits,vegetarian eggetarian fishetarian veg,225,5,0.99,0.09,11.41,0.2,0.26,0.02,1.34,85.56,Lichi
E036,"Mango, ripe, banganapalli",Mangifera indica,A. Aam; B. Aam(paka); G. Keri; H. Aam (paka); Kan. Mvina hannu; Kash. Aamb; Kh. Soh pieng; Mal. Mam pazham; M. Heinou Amunba; Mar. Amba (piklela); N. Ampa; O. Amba (pachila); P. Aam; S. Aamra; Tam. Mampazham; Tel. Mamidi pandu; U. Pakka aam.,Fruits,vegetarian eggetarian fishetarian veg,175,9,0.54,0.1,8.18,0.49,0.55,0.03,1.88,88.44,Aam (paka)
E037,"Mango, ripe, gulabkhas",Mangifera indica,A. Aam; B. Aam (paka); G. Pakeli Kedi; H. Aam (paka); Kan. Mvina hannu; Kash. Aamb; Kh. Soh pieng; Mal. Mam pazham; M. Heinou Amunba; Mar. Amba (piklela); N. Ampa; O. Amba (pachila); P. Aam; S. Aamra; Tam. Mampazham; Tel. Mamidi pandu; U. Pakka aam.,Fruits,vegetarian eggetarian fishetarian veg,209,0,0.52,0,10.32,0,0.53,0,1.67,86.65,Aam (paka)
E038,"Mango, ripe, himsagar",Mangifera indica,A. Aam; B. Aam (paka); G. Keri; H. Aam (paka); Kan. Mvina hannu; Kash. Aamb; Kh. Soh pieng; Mal. Mam pazham; M. Heinou Amunba; Mar. Amba (piklela); N. Ampa; O. Amba (pachila); P. Aam; S. Aamra; Tam. Mampazham; Tel. Mamidi pandu; U. Pakka aam.,Fruits,vegetarian eggetarian fishetarian veg,187,5,0.46,0.04,9.03,0.26,0.54,0.02,1.55,88.04,Aam (paka)
E039,"Mango, ripe, kesar",Mangifera indica,A. Aam; B. Aam (paka); G. Kesar kedi; H. Aam (paka); Kan. Mvina hannu; Kash. Aamb; Kh. Soh pieng; Mal. Mam pazham; M. Heinou Amunba; Mar. Amba (piklela); N. Ampa; O. Amba (pachila); P. Aam; S. Aamra; Tam. Mampazham; Tel. Mamidi pandu; U. Pakka aam.,Fruits,vegetarian eggetarian fishetarian veg,231,8,0.54,0.05,11.36,0.49,0.57,0.03,2.02,85.07,Aam (paka)
E040,"Mango, ripe, neelam",Mangifera indica,A. Aam; B. Aam (paka); G. Nilam kedi; H. Aam (paka); Kan. Mvina hannu; Kash. Aamb; Kh. Soh pieng; Mal. Mam  pazham; M. Heinou Amunba; Mar. Amba (piklela); N. Ampa; O. Amba (pachila); P. Aam; S. Aamra; Tam. Mampazham; Tel. Mamidi pandu; U. Pakka aam.,Fruits,vegetarian eggetarian fishetarian veg,178,0,0.68,0,8.21,0,0.55,0,1.77,88.41,Aam (paka)
E041,"Mango, ripe, paheri",Mangifera indica,A. Aam; B. Aam (paka); G. Keri; H. Aam (paka); Kan. Mvina hannu; Kash. Aamb; Kh. Soh pieng; Mal. Mam pazham; M. Heinou Amunba; Mar. Amba (piklela); N. Ampa; O. Amba (pachila); S. Aamra; Tam. Mampazham; Tel. Mamidi pandu; U. Pakka aam.,Fruits,vegetarian eggetarian fishetarian veg,188,0,0.68,0,8.67,0,0.58,0,1.97,87.69,Aam (paka)
E042,"Mango, ripe, totapari",Mangifera indica,A. Aam; B. Aam (paka); G. Totapuri kedi; H. Aam (paka); Kan. Mvina hannu; Kash. Aamb; Kh. Soh pieng; Mal. Mam pazham; M. Heinou Amunba; Mar. Amba (piklela); N. Ampa; O. Amba (pachila); P. Aam; S. Aamra; Tel. Mamidi pandu; Tam. Mampazham; U. Pakka aam.,Fruits,vegetarian eggetarian fishetarian veg,248,0,0.41,0,12.75,0,0.49,0,1.73,84.14,Aam (paka)
E043,Mangosteen,Garcinia mangostana,E. Purple mangosteen; H. Mangustan; Mal. Kodam puli; Tam. Sulambali.,Fruits,vegetarian eggetarian fishetarian veg,219,0,0.63,0,11.41,0,0.24,0,1.87,85.52,Mangustan
E044,Manila tamarind,Pithecellobium dulce,B. Jilapi; G. Bakhai ambli/Vilayabi ambli; H. Ganga imli/ Jangal jalebi; Kan. Seema/ dora hunase; Kh. Soh kyntoi im; M. Mange; Mar. Vilayatichinch; P. Jangjalebi; Tam. Kodukkapuli; Tel. Seema chintakaya.,Fruits,vegetarian eggetarian fishetarian veg,342,0,3.56,0,13.54,0,1.14,0,4.4,74.54,Ganga imli/ Jangal jalebi
E045,"Musk melon, orange flesh",Cucumis melon,A. Siral; B. Kharamuja; E. Muskmelon; G. Kharbujo; H. Kharbooja; Kan. Kharbooja; Kash. Kherbuz; Mal. Mulam pazham; Mar. Kharbooja; O. Kharbooja; P. Kharbooja; S. Kharbuuja; Tam. Mulam pazham; Tel. Kharbooja; U. Kharbuz.,Fruits,vegetarian eggetarian fishetarian veg,97,8,0.42,0.06,4.24,0.4,0.35,0.02,1.51,92.97,Kharbooja
E046,"Musk melon, yellow flesh",Cucumis melon,A. Siral; B. Kharamuja; E. Muskmelon; G. Kharbujo (Pido); H. Kharbooja; Kan. Kharbooja; Kash. Kherbuz; Mal. Mulam pazham; Mar. Kharbooja; O. Kharbooja; P. Kharbooja; S. Kharbuuja; Tam. Mulam pazham; Tel. Kharbooja; U. Kharbuz.,Fruits,vegetarian eggetarian fishetarian veg,116,18,0.53,0.05,5.4,1.04,0.26,0.02,1.49,91.84,Kharbooja
E047,"Orange, pulp",Citrus aurantium,A. Komola; B. Kamala lebu; G. Santra; H. Santra; Kan. Kithilai; Kash. Sangtar; Kh. Soh niamtra; Mal. Madhura naranga; M. Komla; Mar. Santre; N. Suntala; O. Kamala; P. Santra; S. Naarangga; Tam. Saathukudi; Tel. Kamala padu; U. Santra.,Fruits,vegetarian eggetarian fishetarian veg,156,4,0.7,0.12,7.92,0.27,0.13,0.02,1.29,89.61,Santra
E048,"Palm fruit, tender",Borassus flabellifer,"E. Doub palm, Palmyra palm, Tala palm, Toddy palm, Wine palm, Ice apple; H. Tar; Kan. Thati mangu; Mal. Pnamnungu; O. Tala Saja; Tam. Panai nungu; Tel. Thati munjalu.",Fruits,vegetarian eggetarian fishetarian veg,101,0,0.5,0,4.92,0,0.12,0,2.4,91.93,Tar
E049,"Papaya, ripe",Carcia papaya,"A. Amita; B. Pepe (paka); E. Papaw, Pawpaw; G. Papayu; H. Papita; Kan. Pappayi Hannu; Kash. Papita; Kh. Soh Kymphor; Kon. Papayi; Mal. Omakai; M. Awathabi amunba; Mar. Popai; N. Mewa; O. Amrutbhanda (Pachila); P. Papita; Tam. Pappali; Tel. Boppayi pandu; U. Papita.",Fruits,vegetarian eggetarian fishetarian veg,100,9,0.42,0.05,4.61,0.48,0.16,0.01,2.83,91.47,Papita
E050,Peach,Prunus communis,A. Ahom bogori; E. Nectarine; H. Aroo; Kash. Aer; Kh. Soh phareng; M. Chumbrei; P. Aroo.,Fruits,vegetarian eggetarian fishetarian veg,168,0,0.86,0,7.82,0,0.37,0,2.13,88.31,Aroo
E051,Pear,Prunus persica,A. Naspoti; B. Nashpati; G. Nashpatino; H. Nashpati; Kan. Berikai; Kash. Tang; Kh. Soh phoh; Mal. Sabarjil; M. Naspati; Mar. Nashpati; N. Naspati; O. Nashpati; P. Nashpati; Tam. Berikkai; Tel. Berikaya; U. Nashpati.,Fruits,vegetarian eggetarian fishetarian veg,157,3,0.36,0.04,8.09,0.23,0.27,0.04,4.48,86.49,Nashpati
E052,Phalsa,Grewia asiatica,A. Pharaskol; B. Falsa; G. Falsa; H. Falsa; Kan. Phalsa hannu; Kh. Soh broi rit; Mal. Palisa; Mar. Falsa; O. Mirgichara; P. Falsa; Tam. Palisa; Tel. Falsa pandu; U. Falsa.,Fruits,vegetarian eggetarian fishetarian veg,299,0,1.66,0,15.09,0,0.14,0,4.54,77.48,Falsa
E053,Pineapple,Ananas comosus,A. Ahnaros; B. Anarasa; G. Anenas; H. Ananas; Kan. Ananas; Kash. Punchitipul; Kh. Soh trun; Kon. Anas; Mal. Kayirha chakka; M. Kihom Ananas; O. Sapuri; P. Ananas; Tam. Annasi pazham; Tel. Anasa pandu; U. Ananas.,Fruits,vegetarian eggetarian fishetarian veg,180,19,0.52,0.09,9.42,1.15,0.16,0.02,3.46,86.06,Ananas
E054,Plum,Prunus domestica,B. Alubokhara; H. Alubokhara; G. Aaddu; Kan. Onagida draakshi; Kash. Aeir; Kh. Soh plum dorris/ Norris; M. Heikha; P. Aloobhukhara; Tel. Alapagoda.,Fruits,vegetarian eggetarian fishetarian veg,238,19,0.64,0.13,12.1,1.47,0.4,0.16,2.07,84.44,Alubokhara
E055,"Pomegranate, maroon seeds",Punica granatum,A. dalim; B. Bedana; G. Dadam; H. Anar; Kan. Dalimbari; Kash. Daan; Kh. Soh pomegranate; Kon. Dalimb; Mal. Mathalam pazhham; M. Kamphoi; Mar. Dalimb; O. Dalimba; P. Anar; S. Daaddima; Tam. Madhulam pazham; Tel. Danimma pandu; U. Anaar.,Fruits,vegetarian eggetarian fishetarian veg,229,6,1.33,0.07,11.58,0.43,0.15,0.02,2.83,83.55,Anar
E056,Pummelo,Citrus maxima,A. Rabab tenga; B. Batabilembu; E. Pomelo; G. Papnuse; H. Chakotra; Kan. Chakkota; Kh. Soh bah; Mal. Bombilimas; M. Nobab; Mar. Papnus; O. Batapilembu; Tam. Bombilimas; Tel. Pampara panasa.,Fruits,vegetarian eggetarian fishetarian veg,210,26,0.68,0.06,10.64,1.54,0.42,0.01,0.8,86.97,Chakotra
E057,"Raisins, dried, black",Vitis vinifera,A. kishmish; B. kishmish; E. Dried grape; G. Kadi Draksha; H. Kishmish; Kan. Drashi; Kash. kishmish; Kh. Kismis iong; Mal. Mundiringa (unakku); M. Kismis; Mar. kishmish; O. kishmish; P. Songi; Tam. Ular dhirachai; Tel. Endu draksha; U. kishmish.,Fruits,vegetarian eggetarian fishetarian veg,1279,12,2.57,0.2,71.29,0.48,0.34,0.02,3.92,19.69,Kishmish
